Video,Frame,EAR,MAR,CIR,ME,HEAD,EAR_N,MAR_N,CIR_N,ME_N,HEAD_N,Label
4,1035,0.5,2.828427125,0.820474149,5.656854249,8.184893417,1.360324997,0.097020732,1.402159767,0.548079208,1.414213562,0
4,105,0.372104204,2.143500547,0.558671293,5.760484631,6.868908561,2.285251594,1.85599643,2.062436134,0.44883105,32.60078899,0
4,1050,0.410997468,2.720294102,0.613388868,6.618761213,8.123575583,1.176627396,0.211312535,1.338325295,0.373151546,0.170703074,0
4,1065,0.5,3.144660377,0.617200686,6.289320755,8.17544038,1.360324997,0.998736317,1.287881197,0.057642153,1.169875592,0
4,1080,0.513523138,3.144660377,0.840707098,6.123697537,8.1242214,1.745792213,0.998736317,1.669914655,0.100977347,0.154010257,0
4,1095,0.424437344,1.775907135,0.679067875,4.1841444,7.86285963,0.793533524,2.904161684,0.469155174,1.9585125,6.909575309,0
4,1110,0.44016269,2.019139192,0.6736,4.587256571,8.184893417,0.345293976,2.210603577,0.541514881,1.572446754,1.414213562,0
4,1125,0.353553391,2.28807651,0.53570267,6.471657666,7.793178937,2.814029022,1.443748829,2.366393847,0.232268574,8.710651455,0
4,1140,0.6,2.668332813,0.793643798,4.447221355,7.962123794,4.210752218,0.359476283,1.047097473,1.706560294,4.343838477,1
4,1155,0.632455532,3.700311837,1.098891413,5.850706729,7.631960998,5.135873538,2.5831351,5.086624207,0.362424178,12.87774242,0
4,1170,0.4,2.941088234,0.618286216,7.352720585,7.962123794,1.490102225,0.4182655,1.273515715,1.07607394,4.343838477,1
4,1185,0.559016994,2.828427125,1.266657246,5.059644256,8.074011533,3.04256147,0.097020732,7.306771185,1.120034952,1.451813005,1
4,1200,0.196116135,2.00342173,0.288799998,10.2154865,8.368016254,7.301663408,2.255420749,5.633806581,3.817781922,6.147492774,1
4,1215,0.292766398,2.941088234,0.659491594,10.04585314,8.207434255,4.546718016,0.4182655,0.728219968,3.655321855,1.996839306,1
4,1230,0.5,3.922322703,0.846678202,7.844645406,8.09345204,1.360324997,3.216182561,1.748933895,1.54719671,0.949323253,1
4,1245,0.39223227,2.80713377,0.581068054,7.156814934,7.913429534,1.711515707,0.036304314,1.766046213,0.888452561,5.602466474,1
4,1260,0.206040846,2.064982069,0.347312386,10.02219759,7.462078262,7.018766751,2.079886027,4.859476675,3.632666628,17.26879728,1
4,1275,0.559016994,3.922322703,1.266657246,7.016464154,7.460532337,3.04256147,3.216182561,7.306771185,0.754036802,17.30875568,1
4,1290,0.278543007,2.96777565,0.57598235,10.65464066,7.780789213,4.952145408,0.494362681,1.833348416,4.238365546,9.030895653,1
4,1305,0.316227766,3.860051813,0.250601462,12.20655562,6.232969565,3.877968786,3.038621753,6.139310963,5.724654597,49.03826278,1
4,1320,0.443741278,3.073181486,0.644765066,6.925615529,5.957017192,0.24328893,0.794919577,0.92310504,0.667029898,56.17095936,1
4,1335,0.353005665,2.752621128,0.745101428,7.797668431,6.973859282,2.829641548,0.119134424,0.404706866,1.502206254,29.88806854,1
4,135,0.471404521,2.99358288,0.693901389,6.350348264,8.372547629,0.545231673,0.567950078,0.272854299,0.116088989,6.264617781,0
4,1350,0.304190128,2.29692448,0.59581324,7.550950102,3.939714402,4.221092888,1.418519501,1.570914232,1.265920915,108.313322,1
4,1530,0.440537256,1.052469623,0.545678659,2.38905929,7.939121348,0.334617257,4.96698991,2.234375537,3.677688753,4.938395671,0
4,1545,0.35438775,1.207724607,0.486291556,3.407918602,7.47114515,2.790246204,4.524291878,3.020281067,2.701913997,17.03444033,0
4,1560,0.340254863,1.447106647,0.594447594,4.253007977,8.102823,3.193093871,3.841711807,1.58898665,1.892560961,0.707106781,0
4,1575,0.441756258,1.664412891,0.660458596,3.767717742,7.401464457,0.299870484,3.222079226,0.71542304,2.357329702,18.83551647,0
4,1590,0.424264069,1.664412891,0.619801846,3.923058805,7.854496771,0.798472605,3.222079226,1.253458466,2.208557555,7.125734819,0
4,1605,0.386510341,1.61245155,0.595821427,4.171819943,8.082070417,1.874615129,3.370243122,1.570805883,1.970315793,1.243510489,0
4,1620,0.398014876,1.377997244,0.494650707,3.462175227,8.333333333,1.546686737,4.038772126,2.909659356,2.649951725,5.251023776,0
4,1635,0.348263017,1.619142249,0.484489704,4.649193775,8.372547629,2.964827284,3.351165092,3.044126073,1.513128692,6.264617781,0
4,1650,0.386510341,1.511219304,0.702224986,3.909906521,8.020752583,1.874615129,3.658899338,0.162703083,2.221153668,2.828427125,0
4,1665,0.441726104,1.44175299,0.662033642,3.263907151,8.041505166,0.300729989,3.85697736,0.694579503,2.839835629,2.292023417,0
4,1680,0.340254863,1.687054785,0.602704398,4.958209177,8.687419249,3.193093871,3.15751755,1.479719367,1.21718064,14.40328209,0
4,1695,0.388429043,1.561523668,0.558299035,4.020100185,8.427267402,1.819923934,3.515460188,2.067362455,2.115619769,7.678990608,0
4,1710,0.375,2.229481607,0.558671293,5.945284285,6.891911007,2.20270903,1.610827836,2.062436134,0.271846029,32.0062318,0
4,1725,0.5,2.941088234,0.820474149,5.882176468,7.71110852,1.360324997,0.4182655,1.402159767,0.332285202,10.8319718,0
4,1740,0.506536103,2.29692448,0.551278755,4.534572097,8.1242214,1.546631868,1.418519501,2.160266069,1.622903358,0.154010257,0
4,1755,0.493196962,2.668332813,0.763309046,5.410278284,7.793178937,1.166409347,0.359476283,0.645659303,0.784228203,8.710651455,0
4,1770,0.424264069,2.421170991,0.62253344,5.706754753,7.86285963,0.798472605,1.064239825,1.217309622,0.50028885,6.909575309,0
4,1785,0.5,1.924816363,0.599284713,3.849632727,7.540825842,1.360324997,2.479558103,1.52497412,2.278878661,15.23336418,0
4,1800,0.493196962,2.140093456,0.567265023,4.339226762,7.962123794,1.166409347,1.865711496,1.94871009,1.809988114,4.343838477,0
4,1815,0.494974747,1.937549576,0.609799456,3.914441269,8.184893417,1.217083812,2.443250294,1.385826155,2.21681068,1.414213562,0
4,1830,0.503679629,2.140093456,0.586626686,4.248918027,8.284157582,1.465210146,1.865711496,1.69248547,1.896477959,3.979950395,0
4,1845,0.434372243,2.363337863,0.657370474,5.44081235,7.924177464,0.51034646,1.229146685,0.756290032,0.754985333,5.324658673,0
4,1860,0.4375,1.924816363,0.511761605,4.399580259,7.86285963,0.421192017,2.479558103,2.683220477,1.752186788,6.909575309,0
4,1875,0.424264069,1.984943324,0.619801846,4.678556283,8.222839747,0.798472605,2.30811055,1.253458466,1.485007838,2.395033759,0
4,1890,0.503679629,2.208630521,0.586626686,4.384990764,8.184893417,1.465210146,1.670283154,1.69248547,1.766159337,1.414213562,0
4,1905,0.435738832,2.208630521,0.656734543,5.068702532,7.714031415,0.471392826,1.670283154,0.7647057,1.111359724,10.75642207,0
4,1920,0.494974747,1.946397066,0.579653872,3.932315898,7.925183319,1.217083812,2.418022336,1.78476095,2.199691917,5.298659769,0
4,1935,0.515154392,2.092313977,0.814759286,4.061527976,7.652713581,1.792289926,2.001951125,1.326531527,2.075943837,12.34133871,0
4,195,0.334196429,2.116782755,0.581863078,6.333947865,8.041505166,3.365785139,1.932180225,1.75552518,0.100382114,2.292023417,0
4,1950,0.52038452,1.533929978,0.842521994,2.947685639,7.602143677,1.941370916,3.594141541,1.69393227,3.142685065,13.64844754,0
4,1965,0.375,1.74091046,0.558671293,4.642427894,8.184893417,2.20270903,3.003952099,2.062436134,1.519608464,1.414213562,0
4,1980,0.331294578,1.759145984,0.598332245,5.309914801,8.669919818,3.448500269,2.951954859,1.53757871,0.88034761,13.95096442,0
4,1995,0.435738832,2.054145125,0.656734543,4.714165858,8.284157582,0.471392826,2.110786765,0.7647057,1.450904087,3.979950395,0
4,2010,0.513523138,3.374742789,0.84590491,6.571744361,7.842107047,1.745792213,1.654799188,1.738700449,0.328122897,7.445979017,1
4,2025,0.343203236,1.802775638,0.608616629,5.252793232,7.714031415,3.109052632,2.82754815,1.401479226,0.935053677,10.75642207,1
4,2040,0.248069469,2.219234102,0.439931426,8.946018668,7.86285963,5.820771433,1.640047833,3.63379277,2.601996144,6.909575309,1
4,2055,0.451753951,2.6,0.927111294,5.755345342,8.268752089,0.014893504,0.554322214,2.81335375,0.453753014,3.581755942,0
4,2070,0.506536103,2.186432666,0.840707098,4.316439937,7.974747368,1.546631868,1.733578686,1.669914655,1.831811351,4.017549838,0
4,2085,0.604261039,2.8,0.898098473,4.633758953,7.834830563,4.332210039,0.015962902,2.429409514,1.527910821,7.634058401,0
4,210,0.424437344,1.893308053,0.667462648,4.460748049,7.401464457,0.793533524,2.569401705,0.622734181,1.693605604,18.83551647,0
4,2100,0.598854817,2.828427125,0.741742158,4.72305982,8.256128515,4.178109615,0.097020732,0.36025161,1.442386225,3.255467303,0
4,2115,0.588735597,2.192003205,0.731839263,3.723238777,8.669919818,3.88966861,1.717694711,0.229200589,2.399927783,13.95096442,0
4,2130,0.426776695,2.651650429,0.613388868,6.213203436,8.615200045,0.726852013,0.407044858,1.338325295,0.015256389,12.53659159,0
4,2145,0.575396456,2.208630521,0.711342343,3.838449994,8.293166258,3.50944609,1.670283154,0.04204758,2.289588509,4.212802722,0
4,2160,0.428571429,1.937549576,0.65906144,4.520949011,9.050151397,0.675694447,2.443250294,0.733912454,1.635950363,23.77902443,0
4,2175,0.331294578,1.792344833,0.465496231,5.410124254,8.135329367,3.448500269,2.857290814,3.295478216,0.78437572,0.133103631,0
4,2190,0.276078815,1.792344833,0.336191722,6.492149105,8.659751828,5.022385409,2.857290814,5.006643166,0.25189349,13.68814664,1
4,2205,0.44016269,2.192003205,0.6736,4.979984116,8.593196491,0.345293976,1.717694711,0.541514881,1.1963265,11.96785333,1
4,2220,0.430402136,2.186432666,0.635330398,5.079976332,7.503885367,0.62351145,1.733578686,1.047959722,1.10056266,16.18818547,1
4,2235,0.302576284,1.979898987,0.572161852,6.543470494,8.254034039,4.267094342,2.322494101,1.883907394,0.301044649,3.201330215,1
4,225,0.434276872,1.697749375,0.581489181,3.909370919,7.793178937,0.513064927,3.127022721,1.760473184,2.22166662,8.710651455,0
4,2250,0.284517797,2.192003205,0.570494241,7.704274491,8.431988496,4.781838379,1.717694711,1.905975899,1.412761667,7.8010194,1
4,2265,0.486156707,2.572478777,0.733390556,5.291460018,8.254034039,0.965732002,0.632796932,0.249729788,0.898021995,3.201330215,1
4,2280,0.372677996,2.534758371,0.753552391,6.801470429,6.951074737,2.268896057,0.740353863,0.516543579,0.548134528,30.47699351,1
4,2295,0.604261039,2.74933147,1.031678901,4.549906897,7.77071901,4.332210039,0.128514642,4.197160288,1.608217021,9.291185846,0
4,2310,0.298511157,0.711068195,0.389264593,2.382048972,6.333333333,4.38296783,5.940470674,4.304297696,3.684402626,46.44410387,0
4,240,0.434121571,1.655649864,0.666092478,3.813793126,7.793178937,0.517491675,3.247066345,0.640866475,2.313202711,8.710651455,0
4,255,0.424437344,1.728091829,0.667462648,4.071488653,7.532462984,0.793533524,3.040503472,0.622734181,2.066404368,15.44952369,0
4,270,0.299535239,1.75,0.339248465,5.84238437,7.793178937,4.353777113,2.978033953,4.96619144,0.37039461,8.710651455,1
4,285,0.513523138,2.332632948,0.598552746,4.542410602,8.082070417,1.745792213,1.316699464,1.534660686,1.615396319,1.243510489,0
4,300,0.493196962,3.301514804,0.578473215,6.694110181,7.772426354,1.166409347,1.44599504,1.800385297,0.445314228,9.247055163,0
4,315,0.372104204,1.650757402,0.530067827,4.436277218,8.436156333,2.285251594,3.261016836,2.440963144,1.717041636,7.908747827,0
4,330,0.372104204,1.83135091,0.530067827,4.921607687,8.062257748,2.285251594,2.746067889,2.440963144,1.252234361,1.75561971,0
4,345,0.424264069,2.047512562,0.62253344,4.826033391,7.748737084,0.798472605,2.129699024,1.217309622,1.343767102,9.859365097,0
4,360,0.363803438,1.83135091,0.480573107,5.033902158,7.772426354,2.521858894,2.746067889,3.09595678,1.144688492,9.247055163,0
4,375,0.424437344,1.831983729,0.667462648,4.31626424,7.377775187,0.793533524,2.744263451,0.622734181,1.831979619,19.44782641,0
4,390,0.372104204,2.333333333,0.530067827,6.270644915,7.41540375,2.285251594,1.314702367,2.440963144,0.03975606,18.47521971,1
4,405,0.423226967,2.263846285,0.692465662,5.349012373,7.71110852,0.828034426,1.512839515,0.291854139,0.84290336,10.8319718,0
4,420,0.370116605,2.201009869,0.334150299,5.946801194,7.023689271,2.341906648,1.692012877,5.033658562,0.270393265,28.60008472,1
4,435,0.506536103,2.952964612,0.551278755,5.829721894,8.020752583,1.546631868,0.452130109,2.160266069,0.382521627,2.828427125,1
4,45,0.372104204,1.727066478,0.558671293,4.641351699,8.284157582,2.285251594,3.043427183,2.062436134,1.52063915,3.979950395,1
4,450,0.434121571,1.697749375,0.666092478,3.910769444,7.357022604,0.517491675,3.127022721,0.640866475,2.220327235,19.98423011,0
4,465,0.494974747,1.83135091,0.795697988,3.699887562,7.687419249,1.217083812,2.746067889,1.074281812,2.422291544,11.44428173,0
4,480,0.515154392,1.47941855,0.623871772,2.871796439,7.333333333,1.792289926,3.749576821,1.199598669,3.215365135,20.59654005,0
4,495,0.372104204,1.843908891,0.530067827,4.955356249,7.666666667,2.285251594,2.710259738,2.440963144,1.219912926,11.98068544,0
4,510,0.428571429,1.728145389,0.682901229,4.032339242,7.023689271,0.675694447,3.040350749,0.418426082,2.103898266,28.60008472,1
4,525,0.248069469,1.675774203,0.439931426,6.755261775,7.357022604,5.820771433,3.18968329,3.63379277,0.503879901,19.98423011,1
4,540,0.370245917,1.952010458,0.528550579,5.272199817,7.462782292,2.338220695,2.402016167,2.461041806,0.916467739,17.25059984,1
4,555,0.25,1.82888698,0.45477399,7.315547921,7.687419249,5.765743057,2.7530936,3.437372131,1.040473198,11.44428173,1
4,570,0.372104204,1.664412891,0.558671293,4.472975241,7.71110852,2.285251594,3.222079226,2.062436134,1.681895464,10.8319718,1
4,585,0.424264069,1.955760722,0.682901229,4.609772229,6.891911007,0.798472605,2.391322569,0.418426082,1.550883217,32.0062318,1
4,60,0.31300906,1.880581125,0.403484823,6.008072502,6.536741213,3.969715666,2.605691595,4.116112773,0.211712941,41.18650572,1
4,600,0.428571429,2.132409391,0.65906144,4.975621913,7.377775187,0.675694447,1.887622035,0.733912454,1.200504238,19.44782641,1
4,615,0.428571429,2.236067977,0.457713668,5.217491947,7.540825842,0.675694447,1.59204729,3.39846959,0.968862174,15.23336418,1
4,630,0.316227766,2.241031509,0.709939109,7.086763875,6.573392818,3.877968786,1.577894151,0.060617422,0.821363755,40.23915103,1
4,645,0.381720681,2.080125736,0.790380381,5.449339899,7.395513226,2.011140916,2.036704987,1.003910692,0.746818389,18.98934131,1
4,660,0.359614625,2.086996779,0.497750453,5.80342576,7.073479438,2.641257943,2.017112718,2.868638542,0.407705775,27.31313018,1
4,675,0.447213595,2.192003205,0.910395705,4.901468172,7.350190523,0.144313046,1.717694711,2.592146238,1.271522235,20.16082275,0
4,690,0.511408312,1.946397066,0.832623619,3.805955086,7.503885367,1.685510626,2.418022336,1.562941067,2.320709303,16.18818547,0
4,705,0.487170825,2.186432666,0.567265023,4.488020539,7.517823396,0.994638686,1.733578686,1.94871009,1.667486387,15.82792137,0
4,720,0.494974747,1.860521019,0.613008205,3.758820083,7.322316936,1.217083812,2.662891493,1.343362839,2.365851106,20.88128709,0
4,735,0.435738832,2.474873734,0.689192935,5.679718106,7.76460132,0.471392826,0.911110448,0.335164122,0.526182197,9.449313238,0
4,75,0.372104204,2.219234102,0.558671293,5.964012445,6.388145517,2.285251594,1.640047833,2.062436134,0.253909827,45.02734245,0
4,750,0.381720681,2.630589288,0.767915084,6.891398397,7.075552514,2.011140916,0.467099137,0.706613803,0.634259707,27.25954624,0
4,765,0.430402136,2.407097349,0.666267336,5.59267054,6.885942517,0.62351145,1.104369767,0.638552471,0.609548778,32.16050272,1
4,780,0.316227766,2.298097039,0.823873035,7.267220927,7.075552514,3.877968786,1.415176038,1.447139288,0.99418981,27.25954624,1
4,795,0.434372243,1.93792558,0.700427304,4.461439728,7.378075571,0.51034646,2.442178147,0.1864929,1.692943174,19.44006219,1
4,810,0.365028154,2.298097039,0.520600007,6.295670659,7.066472124,2.486949243,1.415176038,2.566256547,0.063723539,27.49425218,1
4,825,0.316227766,2.036256728,0.709939109,6.439209162,6.452438191,3.877968786,2.161794197,0.060617422,0.201192222,43.36553346,1
4,840,0.365028154,2.208630521,0.499144805,6.050575818,6.770956381,2.486949243,1.670283154,2.85018624,0.171006964,35.13261423,1
4,855,0.348202643,2.607680962,0.531641868,7.488975215,7.433820705,2.966548193,0.532420522,2.420132896,1.206566763,17.99918629,1
4,870,0.367607311,2.054145125,0.70623059,5.587878868,6.973859282,2.413432248,2.110786765,0.1096945,0.614137824,29.88806854,1
4,90,0.302576284,2.060408459,0.572161852,6.809550409,6.64307351,4.267094342,2.092927334,1.883907394,0.555872829,38.43807489,0
4,900,0.365028154,2.828427125,0.499144805,7.748517734,6.655252297,2.486949243,0.097020732,2.85018624,1.455133995,38.12328291,0
4,915,0.506536103,2.630589288,0.828765341,5.193290804,6.655252297,1.546631868,0.467099137,1.51188214,0.992039923,38.12328291,0
4,990,0.44016269,2.626128657,0.6736,5.966268193,7.222307653,0.345293976,0.479818292,0.541514881,0.251749468,23.46628342,0
5,0,0.300156765,0.912250055,0.417168486,3.039245359,39.67521789,1.383755483,1.22425642,1.362159478,1.346335801,0.857635103,0
5,105,0.216881301,0.952280348,0.32784633,4.390790473,39.3543748,0.944693036,1.225232739,1.010307877,1.048047793,0.545013297,1
5,120,0.234964854,0.932241269,0.352636865,3.96757751,37.3554938,0.439062446,0.000976319,0.351851602,0.298288007,1.402648401,1
5,135,0.225733059,0.916484229,0.301347041,4.06003548,37.06282967,0.697190794,0.965163542,1.71415004,0.462085608,1.687813305,1
5,15,0.278049457,0.950454491,0.398088717,3.418292921,39.0042728,0.765617492,1.11350692,0.855385659,0.67481899,0.203882307,0
5,150,0.2686915,0.916857584,0.366317893,3.412305881,37.44929523,0.503961521,0.94231763,0.011527369,0.685425569,1.311250531,0
5,165,0.263597433,0.934651579,0.384617393,3.545753722,38.71374118,0.361527345,0.146512679,0.497576597,0.449010729,0.07920474,0
5,180,0.279595745,0.937983636,0.391248896,3.354785095,38.72724237,0.808852921,0.350404247,0.673714575,0.787328809,0.066049501,0
5,195,0.228618573,0.932184329,0.342570111,4.077465441,36.79883982,0.616509532,0.004460504,0.61923259,0.49296435,1.945038684,1
5,210,0.232713334,0.925592149,0.360409258,3.977391979,37.20816139,0.502016724,0.407841833,0.14541067,0.315675221,1.546205562,1
5,225,0.296227686,0.892863211,0.394502613,3.014111289,37.79532615,1.27389528,2.410554613,0.760135898,1.390863064,0.974086303,0
5,240,0.224093265,0.915471177,0.331464947,4.085223975,39.12426582,0.743040761,1.027153108,0.91419455,0.50670929,0.320800626,1
5,255,0.266608582,0.891023783,0.393872595,3.342067147,38.79271741,0.445721481,2.523110849,0.743402104,0.809859798,0.002252187,0
5,270,0.287556728,0.856705874,0.440940332,2.979258666,40.32045439,1.031448377,4.623054158,1.993558561,1.452607615,1.486338075,0
5,285,0.281025717,0.857174434,0.426018063,3.050163677,39.6319949,0.848836091,4.59438253,1.597211245,1.326993018,0.815519657,0
5,30,0.266998319,0.913621456,0.400819217,3.421824753,39.67489712,0.456618834,1.140339164,0.9279099,0.668562033,0.857322553,0
5,300,0.285071652,0.917104727,0.402193259,3.217102512,40.17123454,0.961963666,0.927194718,0.964405563,1.031245875,1.340941834,0
5,315,0.262198138,0.920461499,0.385817852,3.510556969,39.87780255,0.322401933,0.72179087,0.52946175,0.51136494,1.055028738,0
5,330,0.2686915,0.902302252,0.394487426,3.358134714,39.54452578,0.503961521,1.832971311,0.759732516,0.781394658,0.730291845,0
5,345,0.267973508,0.915743367,0.392740439,3.417290661,38.45066724,0.483885906,1.010497579,0.713331142,0.676594583,0.335537667,0
5,360,0.271607238,0.916316568,0.360146695,3.373682435,37.86677491,0.5854879,0.975422871,0.152384565,0.753850475,0.904468351,0
5,375,0.30031513,0.908687787,0.399222248,3.025780909,37.88809693,1.388183491,1.442234777,0.885493147,1.370189283,0.883692689,0
5,390,0.283531893,0.955787326,0.427237856,3.371004631,36.74370462,0.918910788,1.439827782,1.629609925,0.758594445,1.9987611,0
5,405,0.294901938,1.008247242,0.401914533,3.418923755,36.38309357,1.236826321,4.649896577,0.95700236,0.673701411,2.350131855,0
5,420,0.213903038,0.878969367,0.318686188,4.109195347,46.61441524,1.027967651,3.260731285,1.253608522,0.549176728,7.619022534,1
5,45,0.278049457,0.927151227,0.368071047,3.334483138,40.00823045,0.765617492,0.312440517,0.058092529,0.82329555,1.182114556,0
5,480,0.281267421,0.93581171,0.383453029,3.327124439,36.27974585,0.855594325,0.217502118,0.466650165,0.836332147,2.450831392,1
5,495,0.21447339,0.892843666,0.314131821,4.162957773,36.01926478,1.012020142,2.411750611,1.374576126,0.644421695,2.704637895,1
5,510,0.24220706,0.852850046,0.34315619,3.52116097,34.50857445,0.236564569,4.858995659,0.60366586,0.492579,4.17661831,1
5,525,0.25625229,0.878853432,0.370950983,3.429641281,35.64779675,0.156151278,3.267825441,0.134585919,0.654714351,3.066587438,1
5,540,0.285938642,0.86340357,0.383469846,3.019541404,36.50238997,0.986205412,4.21321621,0.467096843,1.381243127,2.233892304,0
5,555,0.271600281,0.82284277,0.375649282,3.029609418,37.49673035,0.585293379,6.695167524,0.259376467,1.363406735,1.265030895,0
5,570,0.222676312,0.870425615,0.320854628,3.908927753,37.44599699,0.782659896,3.78353104,1.196013057,0.194384693,1.314464257,1
5,585,0.17812542,0.921430505,0.287714508,5.172930992,37.54028995,2.028338424,0.662496558,2.076240944,2.433679988,1.222587464,1
5,60,0.245028553,0.91063024,0.359962852,3.716424993,39.67928232,0.157673358,1.323374333,0.157267586,0.14665124,0.861595392,0
5,600,0.258073337,0.868574969,0.369219105,3.365612963,38.85511777,0.207069216,3.896773697,0.088585851,0.768146269,0.058549225,0
5,615,0.26514507,0.909201608,0.366648278,3.429072269,39.06156314,0.404800528,1.410793591,0.020302636,0.655722407,0.259704636,0
5,630,0.275418283,0.919910857,0.398382465,3.340050078,37.82115638,0.692047755,0.755485153,0.863187844,0.813433216,0.948917949,0
5,75,0.239163336,0.927151227,0.376261329,3.876644478,39.34605057,0.321669518,0.312440517,0.275632919,0.137191971,0.536902366,0
5,90,0.216881301,0.918769792,0.32784633,4.236279429,39.02563401,0.944693036,0.825307928,1.010307877,0.774317597,0.224696161,1
6,0,0.295918367,0.930326343,0.468813868,3.143861435,45.00732601,1.413699868,1.361259603,1.372774415,1.411168075,1.23993543,0
6,105,0.269878503,0.960464034,0.426981258,3.558875659,45.3665857,0.739857711,0.348621941,0.980696235,0.625250367,0.03096848,0
6,120,0.270676734,0.972167711,0.437443861,3.591619044,45.69958284,0.673842156,1.012637662,0.392078181,0.785917708,1.208966949,1
6,135,0.234961107,0.957256428,0.38658068,4.07410588,45.35160663,3.627607823,0.166636317,3.253601802,3.153415093,0.02202092,1
6,15,0.279944017,0.92067842,0.432193301,3.288794775,45.34074348,0.092583793,1.908640813,0.687470675,0.699999857,0.060450002,0
6,150,0.245118298,0.921777198,0.405653171,3.76054013,45.03357396,2.787584396,1.846300912,2.180598072,1.614790539,1.147081622,1
6,165,0.234961107,0.908846233,0.386647192,3.868070949,44.68586541,3.627607823,2.579947647,3.24985986,2.142429664,2.377122627,1
6,180,0.23510779,0.922902273,0.387035173,3.925443194,44.68586541,3.615476827,1.782469024,3.228032371,2.423947483,2.377122627,1
6,195,0.220730706,0.927308465,0.375181998,4.201085027,45.68493997,4.804495182,1.532480847,3.894882897,3.776484524,1.157166846,1
6,210,0.218702544,0.968659204,0.383016991,4.429117229,45.03357396,4.972228971,0.81358023,3.454092182,4.895407571,1.147081622,1
6,225,0.234645019,0.938288442,0.417609608,3.998757133,44.04233201,3.653749082,0.909524735,1.507938081,2.783689023,4.65366277,1
6,240,0.239588354,0.931436663,0.399219883,3.887654168,45.68872312,3.244923708,1.298264864,2.542529888,2.238521863,1.170549978,1
6,255,0.204208195,0.931266147,0.371560247,4.560375987,45.04932729,6.170945463,1.307939189,4.098639868,5.539476476,1.091353247,1
6,270,0.265207704,0.994152811,0.44598672,3.748581947,43.72118246,1.12614368,2.259976607,0.088536514,1.556113357,5.789749642,1
6,285,0.280827978,0.961899397,0.416265028,3.425226372,43.12901805,0.165689461,0.430058163,1.583583116,0.030548536,7.884568715,1
6,30,0.275280994,0.941186397,0.44958304,3.419002461,43.67054211,0.293059057,0.745107381,0.290862713,0.061088422,5.968893072,0
6,300,0.240478902,0.954782838,0.3835753,3.970339314,43.17442353,3.171273321,0.026295586,3.422682176,2.644246646,7.723943957,1
6,315,0.23468723,0.9783256,0.370775152,4.168635842,44.24641078,3.650258073,1.362009512,4.142808686,3.617260782,3.931721214,1
6,330,0.244802208,0.992575992,0.381551637,4.054603927,43.36406389,2.813725847,2.170514786,3.536531913,3.05772166,7.053079178,1
6,360,0.28590687,0.935450957,0.439534729,3.271872955,43.70137764,0.58572571,1.070511282,0.274447575,0.78303293,5.859810446,0
6,375,0.20002978,0.900434627,0.322901224,4.50150287,44.91341095,6.516510139,3.057185564,6.836159196,5.250594086,1.57216588,1
6,390,0.245735399,0.876212576,0.394126749,3.565675029,45.55191757,2.736548734,4.431439391,2.82906573,0.658613951,0.686591682,1
6,405,0.319375617,0.910624368,0.454506578,2.851264531,44.82026535,3.353669148,2.479063967,0.567857222,2.846901349,1.901674353,0
6,420,0.255440058,0.94082388,0.424689373,3.683149331,45.10718913,1.933950767,0.765675019,1.109635907,1.235044397,0.886663323,1
6,435,0.286207623,1.01752656,0.42555514,3.555204261,45.41444472,0.61059862,3.586101479,1.060928532,0.607235317,0.200272789,1
6,45,0.289942017,0.914161041,0.451412695,3.152909845,45.00378739,0.919441778,2.278408535,0.393797704,1.366768757,1.252453512,0
6,450,0.340293864,0.976429468,0.515053388,2.869371363,46.43039462,5.083656984,1.254431187,3.974174398,2.75805358,3.794259852,0
6,465,0.269878503,0.938288442,0.42707943,3.47670686,46.72802389,0.739857711,0.909524735,0.975173131,0.222059228,4.847142255,0
6,480,0.285639188,0.872772076,0.427547605,3.055505377,44.88812321,0.563587774,4.626638415,0.948833949,1.844719251,1.66162288,0
6,495,0.283630033,0.894341558,0.429434905,3.153197662,46.14888696,0.397425955,3.402879832,0.842655886,1.365356477,2.798408689,0
6,510,0.306226621,0.88828298,0.452652737,2.900737296,53.34887961,2.2662165,3.746617155,0.463561548,2.60414521,28.26883844,0
6,525,0.301691047,0.926543447,0.412477805,3.071166529,50.42919123,1.891113981,1.575884684,1.796649362,1.767872108,17.940256,0
6,540,0.275407203,0.925903503,0.433470526,3.361943675,48.8214437,0.282621317,1.612192294,0.615614945,0.341068138,12.25274733,0
6,555,0.279056561,0.929625635,0.441939587,3.331316175,45.79918785,0.019189126,1.401014712,0.139152107,0.491353122,1.561325946,0
6,570,0.256134445,0.940702745,0.383818584,3.672691286,44.87003502,1.876523351,0.772547682,3.408995179,1.183728193,1.725610977,1
6,585,0.261185118,0.96765143,0.396588758,3.704849032,46.1053362,1.458820959,0.756403509,2.69055498,1.341521886,2.644345131,1
6,60,0.275280994,0.901489283,0.451104025,3.274796668,45.0299512,0.293059057,2.997348991,0.3764322,0.768686665,1.159897366,0
6,600,0.280110946,0.935209159,0.41433964,3.338709797,45.73683784,0.10638922,1.084229828,1.691903967,0.455073619,1.340758859,1
6,615,0.2345304,0.998306041,0.384750861,4.256616798,44.43056727,3.663228302,2.495612803,3.356545996,4.048971381,3.280255974,1
6,630,0.256594955,0.979366713,0.369395083,3.816780861,44.80217716,1.838438114,1.42107774,4.220450305,1.890756171,1.965662451,1
